timestamp,tweet_text,username,all_hashtags,followers_count
2020-06-11 07:46:59,b'\xc2\xbb #Kazakhstan accuses #Kyrgyzstan of fiddling customs data | Eurasianet https://t.co/LkCsy1Rg9k',b'Edourdoo',"['Kazakhstan', 'Kyrgyzstan']",15342
2020-06-11 07:38:55,"b'Admissions are open! MBBS in KYRGYZSTAN! NO IELTS &amp; IMAT &amp; NO BANK STATEMENT APPLY NOW! https://t.co/I1WG5dZWXQ 0333 0557791-92, 0333 0558836 #HEC_PromoteToNextSemester #BreakingNews #AtifAslam #ShahbazSharif #\xd9\x86\xdb\x8c\xd8\xa7\xd8\xb2\xdb\x8c_\xdb\x81\xd9\xb9\xd8\xa7\xd9\x88_\xd9\x85\xd9\x84\xda\xa9_\xd8\xa8\xda\x86\xd8\xa7\xd9\x88 #toptrending #study #studyabroad #mbbs #Kyrgyzstan'",b'khm_consultancy',"['HEC_PromoteToNextSemester', 'BreakingNews', 'AtifAslam', 'ShahbazSharif', 'نیازی_ہٹاو_ملک_بچاو', 'toptrending', 'study', 'studyabroad', 'mbbs', 'Kyrgyzstan']",18
2020-06-11 07:20:41,"b'@KenRoth \xf0\x9f\x87\xb0\xf0\x9f\x87\xac#Kyrgyzstan: 10 years after ethnic violence, Azimjan Askarov is still in prison, condemned and jailed on drumped - up charges. #FreeAzimjan https://t.co/BMdwLFHKcY'",b'rashbrax',"['Kyrgyzstan', 'FreeAzimjan']",2083
2020-06-11 06:46:28,"b'#Kyrgyzstan wants to legalize mining, expecting a 350 million Som tax revenue. Last year suppliers of cryptocurrency were still detained for ""undermining the statehood"".   https://t.co/hsyGivBAzn'",b'OthmaraGlas',['Kyrgyzstan'],598
2020-06-11 06:05:56,"b'Ready to launch #Alumni project to connect serving @UNVolunteers and their former peers, now leaders in @UN!  First guest speaker - Ulziisuren Jamsran, UN Women Representative to #Kyrgyzstan \xf0\x9f\x91\x8f\xf0\x9f\x87\xb0\xf0\x9f\x87\xac https://t.co/5IQWeCNIZ6'",b'UNVEurasia',"['Alumni', 'Kyrgyzstan']",1395
2020-06-11 05:59:02,"b'#Kazakhstan accuses #Kyrgyzstan of fiddling customs data @EurasiaNet - again, the Eurasian Economic Union fails to function  https://t.co/5jE7yzXgAS'",b'joannalillis',"['Kazakhstan', 'Kyrgyzstan']",11513
2020-06-11 05:30:49,b'Request letter from Andhra Pradesh CM Sri @ysjagan Garu to Minister of External Affairs to operate more flights under Vande Bharath Mission to AP and/or Allow chartered flights to AP from #kyrgyzstan #Qatar #UAE #Bahrain #SaudiArabia #Singapore #APCM #APState @DrSJaishankar https://t.co/fmaNYBlKqo',b'APNRTSOfficial',"['kyrgyzstan', 'Qatar', 'UAE', 'Bahrain', 'SaudiArabia', 'Singapore', 'APCM', 'APState']",2896
2020-06-11 04:56:56,"b'Even bearing in mind what is known about customs in #Kyrgyzstan, the numbers are pretty dramatic. The case shows why the #EAEU will continue to struggle to deliver deeper integration: both political commitment and state capacities are lacking. https://t.co/OE41ewjfdV'",b'william_tompson',"['Kyrgyzstan', 'EAEU']",881
2020-06-11 03:25:07,b'#Kyrgyzstan hotline &amp; crisis center Shans +996312435301',b'PixelProject',['Kyrgyzstan'],22093
2020-06-11 01:54:34,"b'The bonds between #Kyrgyz #men &amp; #eagle on the slopes of the steppe have been passed down through generations.Learn more, https://t.co/mpXz6QBehw #your_wanderlust_is_calling   #traveladdict #kyrgyzstan #travelinspiration #indigenousart #indigenouspeople  #indigenouspride https://t.co/rBQDTemNqa'",b'Nomdic_tribe_',"['Kyrgyz', 'men', 'eagle', 'your_wanderlust_is_calling', 'traveladdict', 'kyrgyzstan', 'travelinspiration', 'indigenousart', 'indigenouspeople', 'indigenouspride']",43
2020-06-10 23:43:52,b'#Torture in #Kyrgyzstan sadly is a persistent component of the #justice #system @notorturekg https://t.co/fRsyCtfnKr',b'JasmineDCameron',"['Torture', 'Kyrgyzstan', 'justice', 'system']",66
2020-06-10 23:12:02,"b'#Photo: Eternal Flame Memorial in\xc2\xa0Osh, #Kyrgyzstan #travel #sovietmonument https://t.co/xXputYyJoM via @KathmanduBeyond https://t.co/PYgqQtf78e'",b'SidewalkSafari',"['Photo', 'Kyrgyzstan', 'travel', 'sovietmonument']",14737
2020-06-10 21:00:15,b'Bishkek capital city of #Kyrgyzstan with wide boulevards and marble-faced public buildings combined with numerous Soviet-style apartment blocks surrounding interior courtyards. #culture #MBDKyrgyzstan https://t.co/VYyNJYiSTd',b'MyBeauDes',"['Kyrgyzstan', 'culture', 'MBDKyrgyzstan']",52706
2020-06-10 20:33:17,"b""On June 10, 2010, ethnic conflict erupted in #Kyrgyzstan costing thousands of lives. On 5th day, #journalist Azimjon Askarov was detained. He's been in jail for 10 yrs serving life sentence. #FreeAzimjon  https://t.co/j18GNYcJKT""",b'gulnozas',"['Kyrgyzstan', 'journalist', 'FreeAzimjon']",1171
2020-06-10 19:21:27,b'its been 10 yrs since ethnic violence erupted in southern #kyrgyzstan. 400+ were killed. nearly 2000 homes were destroyed. @hrw again calls on #kyrgyzstan to ensure accountability for the victims of violence &amp; justice for those arbitrarily detained and tortured in its aftermath. https://t.co/yz5kOvxUc0',b'iam_martinlu21',"['kyrgyzstan', 'kyrgyzstan']",23
2020-06-10 18:26:10,"b""#Finland's persona non-grata in #Kyrgyzstan @kimmokiljunen In war and mayhem, not easy. Also the message-bearer always suffers. I remember reading this report, was quite blunt. A CentralAsian perspective might have helped. https://t.co/ghoxkbl8GX""",b'RosiAvento',"['Finland', 'Kyrgyzstan']",798
2020-06-10 18:13:29,"b'This combined tour of 3 Central Asian countries gives you the opportunity to experience and to witness the antiquity in #Turkmenistan, the variety of the past and today in #Uzbekistan, the pristine nature of #Kyrgyzstan. https://t.co/gwV0LaGnZR'",b'indy_guide_com',"['Turkmenistan', 'Uzbekistan', 'Kyrgyzstan']",3270
2020-06-10 18:07:16,"b""Today, #Kyrgyzstan commemorates 10 years anniversary of 2010 painful ethnic clashes between Kyrgyz and Uzbek peoples in South. @un_kyrgyzstan @undpkg w @pbf supports country's healing thru #Peace building, reducing vulnerability &amp; investing in #youth #resilience. https://t.co/PSvPcNuOYs""",b'ChamberlainSDGs',"['Kyrgyzstan', 'Peace', 'youth', 'resilience']",1787
2020-06-10 16:36:07,"b'I loved the view from my bike, when I had the skull attached, haha \xf0\x9f\x98\x82\xf0\x9f\x98\x82 #kyrgyzstan #\xd0\x9a\xd0\xb8\xd1\x80\xd0\xb3\xd0\xb8\xd0\xb7\xd0\xb8\xd1\x8f #skull   #viewfrommybike #mototrip #advgirls #motorcycle #badass #cowboy #motorcycletouring #adventurebikerider #enduro #style #overlanding #advlife #instabikers #view #mypointofview https://t.co/AcCYoz5Kl1'",b'RTWriders',"['kyrgyzstan', 'Киргизия', 'skull', 'viewfrommybike', 'mototrip', 'advgirls', 'motorcycle', 'badass', 'cowboy', 'motorcycletouring', 'adventurebikerider', 'enduro', 'style', 'overlanding', 'advlife', 'instabikers', 'view', 'mypointofview']",216
2020-06-10 16:15:30,"b'49yo Kyrgyz citizen dies in hospital of injury received during Kyrgyz-Uzbek border conflict. ""The border incident occurred over the water source, when the citizens of two countries threw stones into each other."" #water #Kyrgyzstan #Uzbekistan https://t.co/YuKfF5AplX'",b'isciences',"['water', 'Kyrgyzstan', 'Uzbekistan']",1249
2020-06-10 15:15:18,"b'After a 4 hour hike up to the beautiful Song-Kol Lake,  Chabdar the horse, is relaxing now and drinks some water.  . Follow \xf0\x9f\x91\x89 @dodoexplorers for more . #kyrgyzstan #songkul #mountainlife #discoverkyrgyzstan #horseriding #mountainlake #nature_perfection #hikemoreworryless #Horses https://t.co/of5MOKTfTM'",b'dodoexplorers',"['kyrgyzstan', 'songkul', 'mountainlife', 'discoverkyrgyzstan', 'horseriding', 'mountainlake', 'nature_perfection', 'hikemoreworryless', 'Horses']",1934
2020-06-10 14:41:59,b'My reserves are running out . . . . . . . . . . . .  #kyrgyzstan #kyrgyzrepublic #mountainview #ourplanetdaily #centralasia #landscapephotography #landscape #kyrmagazine #instagood #\xd0\xba\xd1\x8b\xd1\x80\xd0\xb3\xd1\x8b\xd0\xb7\xd1\x81\xd1\x82\xd0\xb0\xd0\xbd\xf0\x9f\x87\xb0\xf0\x9f\x87\xac #\xd0\xba\xd1\x8b\xd1\x80\xd0\xb3\xd1\x8b\xd0\xb7\xd1\x81\xd1\x82\xd0\xb0\xd0\xbd\xe2\x80\xa6 https://t.co/cFTzzvEUmn',b'fanya836',"['kyrgyzstan', 'kyrgyzrepublic', 'mountainview', 'ourplanetdaily', 'centralasia', 'landscapephotography', 'landscape', 'kyrmagazine', 'instagood', 'кыргызстан', 'кыргызстан']",2
